rho,run,interval,dispatched_wind_MWh,net_revenue_USD
20.0,6,8,277.28990215905003,13375.700796557885
20.0,6,9,226.03548120069968,11301.774060034984
20.0,6,10,0.0,0.0
20.0,6,11,0.0,0.0
20.0,6,12,83.79499010347968,4189.749505173984
20.0,6,13,0.0,0.0
20.0,6,14,136.62816698512643,6831.408349256321
20.0,6,15,8.820770552456565,441.03852762282827
20.0,6,16,297.37111384136455,14279.793581909278
20.0,6,17,300.0,15188.655314561654
20.0,6,18,259.11086869589303,12955.543434794652
20.0,6,19,300.0,15112.736120575553
20.0,6,20,278.02921494474333,13901.460747237166
20.0,6,21,235.90275281548736,11795.137640774368
20.0,6,22,300.0,15015.09388745551
20.0,6,23,281.05372149159973,11570.859838656375
20.0,6,24,258.2573306254368,11181.008712306262
20.0,7,1,259.08773648521594,12954.386824260797
20.0,7,2,300.0,12787.084711698726
20.0,7,3,239.64443854079957,11982.221927039978
20.0,7,4,300.0,15260.842802404037
20.0,7,5,250.9087924183351,11673.807855715631
20.0,7,6,256.1666661209813,12808.333306049064
20.0,7,7,300.0,15329.560786193228
20.0,7,8,300.0,14425.620069229306
20.0,7,9,227.64788123470782,11136.786363712448
20.0,7,10,158.43945067257744,7921.972533628872
20.0,7,11,0.0,0.0
20.0,7,12,93.92773604120066,4696.386802060033
20.0,7,13,0.0,0.0
20.0,7,14,0.0,0.0
20.0,7,15,228.69005355712295,11434.502677856148
20.0,7,16,51.91471404160461,2595.7357020802306
20.0,7,17,300.0,13814.238314289727
20.0,7,18,300.0,15594.056098372728
20.0,7,19,247.51643107170378,12375.821553585189
20.0,7,20,238.1845087186358,11909.22543593179
20.0,7,21,239.82493452731512,11020.004799374092
20.0,7,22,300.0,14418.782473032574
20.0,7,23,254.9321808963117,12746.609044815585
20.0,7,24,241.93016831008924,12096.508415504462
20.0,8,1,254.04370169759125,12559.46097619278
20.0,8,2,235.15223786394415,11757.611893197207
20.0,8,3,268.93101086348827,12313.894584412636
20.0,8,4,236.65003468967723,11832.501734483862
20.0,8,5,300.0,16086.424141692663
20.0,8,6,300.0,16078.259390275172
20.0,8,7,300.0,14106.137916172574
20.0,8,8,276.71654486977843,13835.827243488922
20.0,8,9,198.10437006511972,9905.218503255986
20.0,8,10,0.0,0.0
20.0,8,11,0.0,0.0
20.0,8,12,101.35941942916213,5067.970971458107
20.0,8,13,0.0,0.0
20.0,8,14,156.56676640059652,7828.338320029826
20.0,8,15,0.0,0.0
20.0,8,16,273.3965058624854,11817.189830605654
20.0,8,17,139.3425455263639,6967.127276318195
20.0,8,18,281.10527049825316,14055.263524912658
20.0,8,19,300.0,14359.150595972165
20.0,8,20,246.73473221130962,12336.73661056548
20.0,8,21,223.5709519641723,11178.547598208615
20.0,8,22,300.0,15270.639858070273
20.0,8,23,223.64710606903395,11182.355303451697
20.0,8,24,300.0,14378.353222424168
20.0,9,1,300.0,14710.245198580242
20.0,9,2,263.01347590361024,13150.673795180512
20.0,9,3,252.20194300724347,11840.926414479165
20.0,9,4,232.95955960408173,11647.977980204087
20.0,9,5,300.0,15274.655440380047
20.0,9,6,300.0,14367.91921418116
20.0,9,7,116.17189011248502,5808.594505624251
20.0,9,8,300.0,13992.416999906793
20.0,9,9,0.0,0.0
20.0,9,10,0.0,0.0
20.0,9,11,93.76968447741956,4688.484223870978
20.0,9,12,0.0,0.0
20.0,9,13,85.797745129507,4289.88725647535
20.0,9,14,162.20745909901905,8110.372954950953
20.0,9,15,218.60156239330706,10930.078119665353
20.0,9,16,42.21476903693417,2110.738451846709
20.0,9,17,300.0,14945.477626606378
20.0,9,18,300.0,15352.219744762027
20.0,9,19,253.23631205501272,12661.815602750636
20.0,9,20,300.0,18044.983485329187
20.0,9,21,300.0,15052.656391030247
20.0,9,22,300.0,14862.679276424667
20.0,9,23,300.0,13802.466346048896
20.0,9,24,250.98411470387816,12549.205735193907
20.0,10,1,250.6014794743802,12530.07397371901
20.0,10,2,300.0,15069.654858841242
20.0,10,3,300.0,14300.017778339336
20.0,10,4,300.0,15245.730262331512
20.0,10,5,235.44841191768705,11772.420595884352
20.0,10,6,248.07740391299524,12403.870195649763
20.0,10,7,170.5438572850636,8527.19286425318
20.0,10,8,283.54384204354847,13671.766146658685
20.0,10,9,6.612924527869836,330.6462263934918
20.0,10,10,173.927566931505,8696.37834657525
20.0,10,11,0.0,0.0
20.0,10,12,126.29977187128804,6314.988593564402
20.0,10,13,99.57467590986391,4978.733795493195
20.0,10,14,126.97260988863832,6348.630494431916
20.0,10,15,14.06518104313409,703.2590521567045
20.0,10,16,300.0,14903.690086688535
20.0,10,17,126.26096479108196,6313.0482395540985
20.0,10,18,300.0,12357.589437763656
20.0,10,19,209.56760571687983,10405.518500339265
20.0,10,20,284.47660261799274,13178.802084641113
20.0,10,21,246.18801032992326,12309.400516496164
20.0,10,22,221.88654246806016,11094.327123403007
20.0,10,23,240.69758215771617,12034.879107885808
20.0,10,24,235.58463198439233,11779.231599219616
100.0,1,1,300.0,9758.231861116323
100.0,1,2,300.0,13471.998518549386
100.0,1,3,197.21314834467353,9860.657417233677
100.0,1,4,239.71096891002082,11985.548445501041
100.0,1,5,253.8246381125598,12691.23190562799
100.0,1,6,228.42823674089595,11421.411837044798
100.0,1,7,167.9089792304435,8395.448961522176
100.0,1,8,300.0,12756.683934070641
100.0,1,9,250.31674582521327,12515.837291260665
100.0,1,10,0.0,0.0
100.0,1,11,129.8851910307901,6494.259551539506
100.0,1,12,0.0,0.0
100.0,1,13,100.04907278107362,5002.453639053681
100.0,1,14,158.9205178637227,7946.025893186134
100.0,1,15,0.0,0.0
100.0,1,16,82.5306318642156,4126.53159321078
100.0,1,17,163.5730475874078,8178.652379370391
100.0,1,18,300.0,15516.816153982692
100.0,1,19,300.0,10185.928373430688
100.0,1,20,212.05862873220485,9597.207087160268
100.0,1,21,261.7751177698183,13088.755888490914
100.0,1,22,240.21514511660246,12010.757255830124
100.0,1,23,239.03209868181682,11951.604934090841
100.0,1,24,244.1724633625289,12208.623168126445
100.0,2,1,268.2858816109235,12949.163545807738
100.0,2,2,256.20704898743065,12810.352449371532
100.0,2,3,300.0,11736.849323422983
100.0,2,4,219.4842122238341,10974.210611191706
100.0,2,5,234.55558349800276,11727.779174900137
100.0,2,6,244.50854515343246,12225.427257671623
100.0,2,7,300.0,15757.927194871381
100.0,2,8,46.176558262466074,2308.827913123304
100.0,2,9,0.0,0.0
100.0,2,10,170.14242831895456,8507.121415947728
100.0,2,11,125.49497059027703,6274.748529513852
100.0,2,12,0.0,0.0
100.0,2,13,103.38494837903647,5169.247418951823
100.0,2,14,170.7292306930094,8536.46153465047
100.0,2,15,193.9017915430635,9315.762122595555
100.0,2,16,286.58448784162255,14329.224392081127
100.0,2,17,300.0,7922.868960249171
100.0,2,18,232.33653634002678,11616.82681700134
100.0,2,19,300.0,4989.323384364203
100.0,2,20,225.30518904597,11265.2594522985
100.0,2,21,300.0,15376.529234048165
100.0,2,22,226.39042291609087,11319.521145804543
100.0,2,23,259.2890884564466,9168.439231934013
100.0,2,24,300.0,15819.30639412226
100.0,3,1,240.58688018640123,12029.344009320062
100.0,3,2,233.24470955864604,11662.235477932301
100.0,3,3,300.0,5694.205205736789
100.0,3,4,245.426412828622,6979.777437523041
100.0,3,5,242.69912873438,12134.956436719
100.0,3,6,300.0,13578.13775135182
100.0,3,7,300.0,15797.03630189901
100.0,3,8,79.02111440354861,3951.0557201774304
100.0,3,9,207.67443991752168,10383.721995876083
100.0,3,10,156.0448738702064,7802.24369351032
100.0,3,11,99.61745585821598,4980.872792910799
100.0,3,12,66.27567696502251,3313.7838482511256
100.0,3,13,0.0,0.0
100.0,3,14,0.0,0.0
100.0,3,15,0.0,0.0
100.0,3,16,300.0,4950.395330876683
100.0,3,17,300.0,15474.229568998042
100.0,3,18,278.0402580217685,13902.012901088427
100.0,3,19,300.0,8353.87535710657
100.0,3,20,300.0,15080.54080842323
100.0,3,21,300.0,2698.651813643295
100.0,3,22,300.0,15031.753996412206
100.0,3,23,300.0,15580.210600122698
100.0,3,24,300.0,15460.922419449646
100.0,4,1,300.0,9406.895061370564
100.0,4,2,300.0,14373.50416160002
100.0,4,3,276.55873917212807,13827.936958606404
100.0,4,4,300.0,12564.022967807097
100.0,4,5,259.977208345126,12998.8604172563
100.0,4,6,300.0,8546.473435095788
100.0,4,7,131.64384757789765,6582.1923788948825
100.0,4,8,259.28673375377673,12964.336687688836
100.0,4,9,0.0,0.0
100.0,4,10,0.0,0.0
100.0,4,11,124.8995703106815,6244.978515534075
100.0,4,12,87.74534108332114,4387.267054166057
100.0,4,13,0.0,0.0
100.0,4,14,0.0,0.0
100.0,4,15,207.66302324968945,10383.151162484472
100.0,4,16,50.812078182150685,2540.6039091075345
100.0,4,17,300.0,11517.227191791788
100.0,4,18,300.0,15247.558637205904
100.0,4,19,246.32031021809735,12316.015510904868
100.0,4,20,244.63435037382317,12231.717518691159
100.0,4,21,300.0,9268.062602514592
100.0,4,22,269.49775227135603,13474.887613567802
100.0,4,23,300.0,16767.460265560676
100.0,4,24,240.46033511810833,12023.016755905417
100.0,5,1,300.0,15395.047653383914
100.0,5,2,300.0,5243.635459449379
100.0,5,3,262.0812412419682,13104.06206209841
100.0,5,4,269.09653763200095,5333.161766713818
100.0,5,5,251.13118076792477,12556.559038396239
100.0,5,6,260.58181296562987,9473.583712241561
100.0,5,7,143.59052938863567,7179.526469431784
100.0,5,8,300.0,15255.373251404886
100.0,5,9,0.0,0.0
100.0,5,10,0.0,0.0
100.0,5,11,123.2297918486347,6161.489592431735
100.0,5,12,86.19876242190855,4309.938121095428
100.0,5,13,76.50955861396199,3825.477930698099
100.0,5,14,148.0862360986274,7404.311804931371
100.0,5,15,0.0,0.0
100.0,5,16,262.451612774579,13122.58063872895
100.0,5,17,176.6701512051177,8833.507560255885
100.0,5,18,231.27106438157386,11563.553219078693
100.0,5,19,300.0,12654.694537979423
100.0,5,20,227.26225046298657,11363.112523149328
100.0,5,21,208.61690187691374,10430.845093845688
100.0,5,22,277.9693028105236,6504.338591434055
100.0,5,23,300.0,3680.2376104377217
100.0,5,24,300.0,6763.608947310393
100.0,6,1,242.65624002994252,12132.812001497126
100.0,6,2,263.34023739357633,11555.126701204286
100.0,6,3,300.0,2128.817223539081
100.0,6,4,278.7486900129053,5822.853012771788
100.0,6,5,300.0,15051.995586727302
100.0,6,6,233.59791369788456,11679.895684894229
100.0,6,7,300.0,12672.427961197587
100.0,6,8,82.19314116996566,4109.657058498283
100.0,6,9,217.20156714076086,10860.078357038043
100.0,6,10,150.5553351905794,7527.7667595289695
100.0,6,11,0.0,0.0
100.0,6,12,0.0,0.0
100.0,6,13,124.19313421247625,6209.656710623813
100.0,6,14,159.72935945017412,7986.467972508706
100.0,6,15,210.071490025069,10503.57450125345
100.0,6,16,51.99137782666878,2599.568891333439
100.0,6,17,175.68790769202064,8784.395384601032
100.0,6,18,300.0,15849.58029810272
100.0,6,19,300.0,11793.37147236514
100.0,6,20,300.0,5091.505549235031
100.0,6,21,300.0,14848.7925627428
100.0,6,22,300.0,14229.29307199481
100.0,6,23,300.0,17673.240871142338
100.0,6,24,260.20465350746395,13010.232675373198
100.0,7,1,259.9237263650724,12996.18631825362
100.0,7,2,300.0,8990.871557325016
100.0,7,3,230.62301967399958,10745.206417786154
100.0,7,4,244.83391506340513,12241.695753170257
100.0,7,5,300.0,8645.513839936053
100.0,7,6,300.0,11665.65192658954
100.0,7,7,162.04374862273335,8102.187431136667
100.0,7,8,257.33086608908263,12866.543304454131
100.0,7,9,189.4938697722963,9474.693488614816
100.0,7,10,193.74289761594616,9687.144880797308
100.0,7,11,0.0,0.0
100.0,7,12,0.0,0.0
100.0,7,13,0.0,0.0
100.0,7,14,0.0,0.0
100.0,7,15,233.74290696325272,11687.145348162636
100.0,7,16,59.45552204220087,2972.776102110043
100.0,7,17,300.0,12104.695743417455
100.0,7,18,300.0,15537.634329807453
100.0,7,19,300.0,10268.711001341642
100.0,7,20,300.0,15096.785671795024
100.0,7,21,300.0,15444.485723393907
100.0,7,22,300.0,14981.478158982738
100.0,7,23,214.60776731886858,10730.388365943429
100.0,7,24,233.773308046151,11688.66540230755
100.0,8,1,252.6085030012605,12439.759184547926
100.0,8,2,300.0,12977.956954882568
100.0,8,3,300.0,14128.932077591915
100.0,8,4,300.0,15525.654633793125
100.0,8,5,264.3468450614398,11009.170402022102
100.0,8,6,300.0,15556.2811077289
100.0,8,7,300.0,15064.399129762083
100.0,8,8,293.17600536235875,11993.925028211372
100.0,8,9,0.0,0.0
100.0,8,10,170.7612918827905,8538.064594139525
100.0,8,11,101.12876049650049,5056.4380248250245
100.0,8,12,98.97505058819684,4948.752529409841
100.0,8,13,147.77931957548674,7388.965978774337
100.0,8,14,213.2983711844047,10664.918559220234
100.0,8,15,0.0,0.0
100.0,8,16,300.0,13750.811984122945
100.0,8,17,300.0,7779.035433979643
100.0,8,18,300.0,15061.66336858947
100.0,8,19,270.5015823731122,13525.07911865561
100.0,8,20,300.0,-3201.0325239549493
100.0,8,21,300.0,13262.882317073643
100.0,8,22,300.0,16323.290168389385
100.0,8,23,276.54573603634424,11050.631398870277
100.0,8,24,300.0,15271.610086343378
100.0,9,1,300.0,16174.699783189573
100.0,9,2,274.9328555437919,13746.642777189594
100.0,9,3,300.0,5629.657771702288
100.0,9,4,300.0,14908.498418899944
100.0,9,5,249.5824759443194,6502.806564744151
100.0,9,6,245.49802509991252,7892.885796590215
100.0,9,7,300.0,8648.709026978138
100.0,9,8,63.38158029943088,3169.079014971544
100.0,9,9,210.14642334862992,10507.321167431495
100.0,9,10,0.0,0.0
100.0,9,11,119.50119218113491,5975.059609056745
100.0,9,12,97.75954553457075,4887.977276728538
100.0,9,13,96.98121303236292,4849.060651618146
100.0,9,14,145.06330802020148,7253.165401010074
100.0,9,15,222.81580867702235,11140.790433851118
100.0,9,16,295.640919505771,8834.126115901116
100.0,9,17,300.0,15158.733651678283
100.0,9,18,258.03926030729804,9001.48022491268
100.0,9,19,300.0,14880.53780650309
100.0,9,20,300.0,15152.135481605088
100.0,9,21,268.0899284329779,13404.496421648895
100.0,9,22,230.31423642502796,11515.711821251398
100.0,9,23,233.87711961332832,11015.29374312135
100.0,9,24,242.32765661323162,11173.705714394458
100.0,10,1,246.2333600822359,12311.668004111794
100.0,10,2,273.4446080425713,13672.230402128565
100.0,10,3,264.8402023433839,13242.010117169195
100.0,10,4,221.47629389622205,11073.814694811103
100.0,10,5,253.26693383047063,12663.346691523531
100.0,10,6,300.0,14244.303224295792
100.0,10,7,300.0,10022.418392407813
100.0,10,8,33.92624425921247,1696.3122129606234
100.0,10,9,240.02981010647056,12001.490505323529
100.0,10,10,0.0,0.0
100.0,10,11,0.0,0.0
100.0,10,12,0.0,0.0
100.0,10,13,0.0,0.0
100.0,10,14,0.0,0.0
100.0,10,15,209.98921067059973,10499.460533529986
100.0,10,16,77.26726110777918,3863.363055388959
100.0,10,17,300.0,10923.41082093013
100.0,10,18,265.44321586793365,9933.47662862936
100.0,10,19,247.27960571726305,12363.980285863152
100.0,10,20,257.77269252100405,12888.634626050203
100.0,10,21,300.0,5257.111715276382
100.0,10,22,300.0,10168.543249219125
100.0,10,23,300.0,15026.711231263722
100.0,10,24,300.0,13821.065597542223
180.0,1,1,234.23319001248285,11711.659500624142
180.0,1,2,255.73675468131626,5804.9722047077685
180.0,1,3,300.0,15964.977746000555
180.0,1,4,248.25345382573164,12412.672691286582
180.0,1,5,300.0,11293.406478378269
180.0,1,6,257.2935677331524,12864.678386657619
180.0,1,7,152.45196977856222,7622.598488928111
180.0,1,8,45.13565142946209,2256.7825714731043
180.0,1,9,0.0,0.0
180.0,1,10,163.50376095992476,8175.188047996238
180.0,1,11,98.634349967469,4931.71749837345
180.0,1,12,0.0,0.0
180.0,1,13,103.24663885868813,5162.3319429344065
180.0,1,14,117.55862689718208,5877.931344859104
180.0,1,15,0.0,0.0
180.0,1,16,300.0,7435.772222072982
180.0,1,17,157.43415554533829,7871.7077772669145
180.0,1,18,255.83453945979136,12791.726972989567
180.0,1,19,234.26232227811454,3516.417145140831
180.0,1,20,300.0,9418.501687289438
180.0,1,21,261.1614324979471,13058.071624897355
180.0,1,22,300.0,7738.373418081729
180.0,1,23,300.0,13230.831278110474
180.0,1,24,236.277777026276,11813.8888513138
180.0,2,1,300.0,-0.7362053894721612
180.0,2,2,274.27909699000907,13713.954849500453
180.0,2,3,245.15154178506975,12257.577089253487
180.0,2,4,300.0,15146.486698717616
180.0,2,5,300.0,3964.9600184038154
180.0,2,6,300.0,6237.926129000736
180.0,2,7,300.0,15117.41412005512
180.0,2,8,300.0,6642.297860444181
180.0,2,9,244.79191996933105,1062.6426923995205
180.0,2,10,0.0,0.0
180.0,2,11,0.0,0.0
180.0,2,12,69.22328031837742,3461.164015918871
180.0,2,13,162.57397488151787,8128.698744075893
180.0,2,14,0.0,0.0
180.0,2,15,218.44023241045204,10922.011620522602
180.0,2,16,300.0,-558.7236832131111
180.0,2,17,153.03347816473172,7651.673908236586
180.0,2,18,260.7376233026231,13036.881165131155
180.0,2,19,300.0,15573.426697197447
180.0,2,20,300.0,15549.581284004758
180.0,2,21,300.0,12208.39558425788
180.0,2,22,300.0,-1174.335523937696
180.0,2,23,300.0,4187.9029691568485
180.0,2,24,300.0,14364.063324863206
180.0,3,1,300.0,3213.093400401578
180.0,3,2,300.0,13109.241042110698
180.0,3,3,288.53141538627233,13515.969112999908
180.0,3,4,258.4509417756774,12922.54708878387
180.0,3,5,236.1208411303785,11806.042056518925
180.0,3,6,300.0,7566.720655859854
180.0,3,7,153.35947875267254,7667.973937633627
180.0,3,8,300.0,9659.748762647883
180.0,3,9,0.0,0.0
180.0,3,10,184.52920623270188,9226.460311635094
180.0,3,11,0.0,0.0
180.0,3,12,91.22484689035423,4561.242344517712
180.0,3,13,92.96062554669027,4648.031277334513
180.0,3,14,0.0,0.0
180.0,3,15,0.0,0.0
180.0,3,16,64.72004262576695,3236.0021312883473
180.0,3,17,155.87896888138016,7793.9484440690085
180.0,3,18,229.23769583865146,11461.884791932573
180.0,3,19,300.0,-9606.948223034571
180.0,3,20,258.93939445439423,12946.969722719712
180.0,3,21,225.98406889464638,11299.203444732319
180.0,3,22,300.0,15346.54790143145
180.0,3,23,232.96760202682958,11648.38010134148
180.0,3,24,245.40387360835905,12270.193680417953
180.0,4,1,300.0,7705.244638344152
180.0,4,2,216.30567281091874,10815.283640545937
180.0,4,3,257.34227140338976,5937.490100939801
180.0,4,4,265.68480479623656,13284.240239811828
180.0,4,5,300.0,10123.579301073998
180.0,4,6,300.0,8963.63760886411
180.0,4,7,115.38391615117746,5769.195807558873
180.0,4,8,283.25764335711926,6917.062646915306
180.0,4,9,230.7555130972188,11537.77565486094
180.0,4,10,150.82786743833742,7541.393371916871
180.0,4,11,0.0,0.0
180.0,4,12,99.0381588063492,4951.90794031746
180.0,4,13,0.0,0.0
180.0,4,14,150.31523089394,7515.761544696999
180.0,4,15,250.0900581827426,12504.50290913713
180.0,4,16,300.0,16003.842664904618
180.0,4,17,300.0,9296.996336912813
180.0,4,18,300.0,15120.295880146241
180.0,4,19,227.46648605427265,11373.324302713632
180.0,4,20,300.0,15039.460092908495
180.0,4,21,300.0,13742.05943218819
180.0,4,22,300.0,-6336.882249644144
180.0,4,23,284.9433557109792,-325.7479634535048
180.0,4,24,216.3825361035572,10819.126805177859
180.0,5,1,300.0,3034.542111572655
180.0,5,2,222.77338097362326,11138.669048681164
180.0,5,3,211.14230807608146,9120.720407367242
180.0,5,4,243.4247105513757,12171.235527568786
180.0,5,5,244.8061393994294,4191.964086071106
180.0,5,6,300.0,13498.688087005721
180.0,5,7,300.0,-5073.27872364772
180.0,5,8,300.0,13068.917196050596
180.0,5,9,0.0,0.0
180.0,5,10,171.58793067119848,8579.396533559924
180.0,5,11,0.0,0.0
180.0,5,12,0.0,0.0
180.0,5,13,95.66135302155715,4783.067651077858
180.0,5,14,172.18641534001029,8609.320767000514
180.0,5,15,0.0,0.0
180.0,5,16,52.31444805110311,2615.722402555156
180.0,5,17,300.0,11146.059331778975
180.0,5,18,256.1744318828414,3773.1564870902675
180.0,5,19,300.0,11204.231033087115
180.0,5,20,271.4761420836418,8498.250882383836
180.0,5,21,250.03527162258638,5673.346331857006
180.0,5,22,277.17593936712126,13858.796968356062
180.0,5,23,249.26106110898843,12463.053055449422
180.0,5,24,230.85312014450903,11542.656007225452
180.0,6,1,300.0,9758.220197415107
180.0,6,2,275.4980227090414,13586.456127098201
180.0,6,3,245.39989848078983,11906.094650238161
180.0,6,4,300.0,13651.33517085872
180.0,6,5,300.0,11611.057347931233
180.0,6,6,230.76441712109738,9263.704111273906
180.0,6,7,300.0,15579.591549216762
180.0,6,8,64.68731273372157,3234.3656366860787
180.0,6,9,0.0,0.0
180.0,6,10,143.207113244325,7160.3556622162505
180.0,6,11,129.26622366298932,6463.311183149466
180.0,6,12,73.68353191808296,3684.176595904148
180.0,6,13,96.68558160317696,4834.279080158848
180.0,6,14,143.30574400615,7165.287200307501
180.0,6,15,0.5907378576582687,29.536892882913435
180.0,6,16,28.94053836786202,1447.026918393101
180.0,6,17,142.2211669924693,7111.058349623465
180.0,6,18,300.0,14281.022482174993
180.0,6,19,263.52413384332317,13176.206692166159
180.0,6,20,242.4066774834239,12120.333874171194
180.0,6,21,240.41984797624798,8691.785911011906
180.0,6,22,279.4211025027638,13971.05512513819
180.0,6,23,267.3703985452629,12075.495712997705
180.0,6,24,266.9912677195713,13349.563385978565
180.0,7,1,257.99922878055213,12899.961439027607
180.0,7,2,300.0,7125.5176886759755
180.0,7,3,300.0,10836.915054199115
180.0,7,4,251.69629876926774,12584.814938463387
180.0,7,5,300.0,11719.28665793319
180.0,7,6,235.9064633335238,11795.32316667619
180.0,7,7,164.64779665732158,8232.38983286608
180.0,7,8,300.0,7625.571414545059
180.0,7,9,236.50975571301922,11825.487785650961
180.0,7,10,160.44127142003083,8022.063571001541
180.0,7,11,0.0,0.0
180.0,7,12,131.81975016175795,6590.987508087897
180.0,7,13,0.0,0.0
180.0,7,14,0.0,0.0
180.0,7,15,218.16422496207167,10908.211248103584
180.0,7,16,300.0,15243.295685680447
180.0,7,17,146.14685906142597,7307.342953071298
180.0,7,18,300.0,7186.305148040643
