rho,run,interval,dispatched_wind_MWh,net_revenue_USD
80.0,6,8,300.0,11000.0
80.0,6,9,217.15728752538098,10857.864376269048
80.0,6,10,153.5898384862245,7679.4919243112245
80.0,6,11,113.6296694843727,5681.483474218635
80.0,6,12,100.0,5000.0
80.0,6,13,113.6296694843727,5681.483474218635
80.0,6,14,153.5898384862245,7679.4919243112245
80.0,6,15,217.15728752538087,10857.864376269043
80.0,6,16,299.99999999999983,11000.000000000004
80.0,6,17,300.0,11000.0
80.0,6,18,300.0,11000.0
80.0,6,19,300.0,11000.0
80.0,6,20,300.0,11000.0
80.0,6,21,300.0,11000.0
80.0,6,22,300.0,11000.0
80.0,6,23,300.0,11000.0
80.0,6,24,300.0,11000.0
80.0,7,1,300.0,11000.0
80.0,7,2,300.0,11000.0
80.0,7,3,300.0,11000.0
80.0,7,4,300.0,11000.0
80.0,7,5,300.0,11000.0
80.0,7,6,300.0,11000.0
80.0,7,7,300.0,11000.0
80.0,7,8,300.0,11000.0
80.0,7,9,217.15728752538098,10857.864376269048
80.0,7,10,153.5898384862245,7679.4919243112245
80.0,7,11,113.6296694843727,5681.483474218635
80.0,7,12,100.0,5000.0
80.0,7,13,113.6296694843727,5681.483474218635
80.0,7,14,153.5898384862245,7679.4919243112245
80.0,7,15,217.15728752538087,10857.864376269043
80.0,7,16,299.99999999999983,11000.000000000004
80.0,7,17,300.0,11000.0
80.0,7,18,300.0,11000.0
80.0,7,19,300.0,11000.0
80.0,7,20,300.0,11000.0
80.0,7,21,300.0,11000.0
80.0,7,22,300.0,11000.0
80.0,7,23,300.0,11000.0
80.0,7,24,300.0,11000.0
80.0,8,1,300.0,11000.0
80.0,8,2,300.0,11000.0
80.0,8,3,300.0,11000.0
80.0,8,4,300.0,11000.0
80.0,8,5,300.0,11000.0
80.0,8,6,300.0,11000.0
80.0,8,7,300.0,11000.0
80.0,8,8,300.0,11000.0
80.0,8,9,217.15728752538098,10857.864376269048
80.0,8,10,153.5898384862245,7679.4919243112245
80.0,8,11,113.6296694843727,5681.483474218635
80.0,8,12,100.0,5000.0
80.0,8,13,113.6296694843727,5681.483474218635
80.0,8,14,153.5898384862245,7679.4919243112245
80.0,8,15,217.15728752538087,10857.864376269043
80.0,8,16,299.99999999999983,11000.000000000004
80.0,8,17,300.0,11000.0
80.0,8,18,300.0,11000.0
80.0,8,19,300.0,11000.0
80.0,8,20,300.0,11000.0
80.0,8,21,300.0,11000.0
80.0,8,22,300.0,11000.0
80.0,8,23,300.0,11000.0
80.0,8,24,300.0,11000.0
80.0,9,1,300.0,11000.0
80.0,9,2,300.0,11000.0
80.0,9,3,300.0,11000.0
80.0,9,4,300.0,11000.0
80.0,9,5,300.0,11000.0
80.0,9,6,300.0,11000.0
80.0,9,7,300.0,11000.0
80.0,9,8,300.0,11000.0
80.0,9,9,217.15728752538098,10857.864376269048
80.0,9,10,153.5898384862245,7679.4919243112245
80.0,9,11,113.6296694843727,5681.483474218635
80.0,9,12,100.0,5000.0
80.0,9,13,113.6296694843727,5681.483474218635
80.0,9,14,153.5898384862245,7679.4919243112245
80.0,9,15,217.15728752538087,10857.864376269043
80.0,9,16,299.99999999999983,11000.000000000004
80.0,9,17,300.0,11000.0
80.0,9,18,300.0,11000.0
80.0,9,19,300.0,11000.0
80.0,9,20,300.0,11000.0
80.0,9,21,300.0,11000.0
80.0,9,22,300.0,11000.0
80.0,9,23,300.0,11000.0
80.0,9,24,300.0,11000.0
80.0,10,1,300.0,11000.0
80.0,10,2,300.0,11000.0
80.0,10,3,300.0,11000.0
80.0,10,4,300.0,11000.0
80.0,10,5,300.0,11000.0
80.0,10,6,300.0,11000.0
80.0,10,7,300.0,11000.0
80.0,10,8,300.0,11000.0
80.0,10,9,217.15728752538098,10857.864376269048
80.0,10,10,153.5898384862245,7679.4919243112245
80.0,10,11,113.6296694843727,5681.483474218635
80.0,10,12,100.0,5000.0
80.0,10,13,113.6296694843727,5681.483474218635
80.0,10,14,153.5898384862245,7679.4919243112245
80.0,10,15,217.15728752538087,10857.864376269043
80.0,10,16,299.99999999999983,11000.000000000004
80.0,10,17,300.0,11000.0
80.0,10,18,300.0,11000.0
80.0,10,19,300.0,11000.0
80.0,10,20,300.0,11000.0
80.0,10,21,300.0,11000.0
80.0,10,22,300.0,11000.0
80.0,10,23,300.0,11000.0
80.0,10,24,300.0,11000.0
140.0,1,1,300.0,8000.0
140.0,1,2,300.0,8000.0
140.0,1,3,300.0,8000.0
140.0,1,4,300.0,8000.0
140.0,1,5,300.0,8000.0
140.0,1,6,300.0,8000.0
140.0,1,7,300.0,8000.0
140.0,1,8,300.0,8000.0
140.0,1,9,217.15728752538098,10857.864376269048
140.0,1,10,153.5898384862245,7679.4919243112245
140.0,1,11,113.6296694843727,5681.483474218635
140.0,1,12,100.0,5000.0
140.0,1,13,113.6296694843727,5681.483474218635
140.0,1,14,153.5898384862245,7679.4919243112245
140.0,1,15,217.15728752538087,10857.864376269043
140.0,1,16,299.99999999999983,8000.000000000015
140.0,1,17,300.0,8000.0
140.0,1,18,300.0,8000.0
140.0,1,19,300.0,8000.0
140.0,1,20,300.0,8000.0
140.0,1,21,300.0,8000.0
140.0,1,22,300.0,8000.0
140.0,1,23,300.0,8000.0
140.0,1,24,300.0,8000.0
140.0,2,1,300.0,8000.0
140.0,2,2,300.0,8000.0
140.0,2,3,300.0,8000.0
140.0,2,4,300.0,8000.0
140.0,2,5,300.0,8000.0
140.0,2,6,300.0,8000.0
140.0,2,7,300.0,8000.0
140.0,2,8,300.0,8000.0
140.0,2,9,217.15728752538098,10857.864376269048
140.0,2,10,153.5898384862245,7679.4919243112245
140.0,2,11,113.6296694843727,5681.483474218635
140.0,2,12,100.0,5000.0
140.0,2,13,113.6296694843727,5681.483474218635
140.0,2,14,153.5898384862245,7679.4919243112245
140.0,2,15,217.15728752538087,10857.864376269043
140.0,2,16,299.99999999999983,8000.000000000015
140.0,2,17,300.0,8000.0
140.0,2,18,300.0,8000.0
140.0,2,19,300.0,8000.0
140.0,2,20,300.0,8000.0
140.0,2,21,300.0,8000.0
140.0,2,22,300.0,8000.0
140.0,2,23,300.0,8000.0
140.0,2,24,300.0,8000.0
140.0,3,1,300.0,8000.0
140.0,3,2,300.0,8000.0
140.0,3,3,300.0,8000.0
140.0,3,4,300.0,8000.0
140.0,3,5,300.0,8000.0
140.0,3,6,300.0,8000.0
140.0,3,7,300.0,8000.0
140.0,3,8,300.0,8000.0
140.0,3,9,217.15728752538098,10857.864376269048
140.0,3,10,153.5898384862245,7679.4919243112245
140.0,3,11,113.6296694843727,5681.483474218635
140.0,3,12,100.0,5000.0
140.0,3,13,113.6296694843727,5681.483474218635
140.0,3,14,153.5898384862245,7679.4919243112245
140.0,3,15,217.15728752538087,10857.864376269043
140.0,3,16,299.99999999999983,8000.000000000015
140.0,3,17,300.0,8000.0
140.0,3,18,300.0,8000.0
140.0,3,19,300.0,8000.0
140.0,3,20,300.0,8000.0
140.0,3,21,300.0,8000.0
140.0,3,22,300.0,8000.0
140.0,3,23,300.0,8000.0
140.0,3,24,300.0,8000.0
140.0,4,1,300.0,8000.0
140.0,4,2,300.0,8000.0
140.0,4,3,300.0,8000.0
140.0,4,4,300.0,8000.0
140.0,4,5,300.0,8000.0
140.0,4,6,300.0,8000.0
140.0,4,7,300.0,8000.0
140.0,4,8,300.0,8000.0
140.0,4,9,217.15728752538098,10857.864376269048
140.0,4,10,153.5898384862245,7679.4919243112245
140.0,4,11,113.6296694843727,5681.483474218635
140.0,4,12,100.0,5000.0
140.0,4,13,113.6296694843727,5681.483474218635
140.0,4,14,153.5898384862245,7679.4919243112245
140.0,4,15,217.15728752538087,10857.864376269043
140.0,4,16,299.99999999999983,8000.000000000015
140.0,4,17,300.0,8000.0
140.0,4,18,300.0,8000.0
140.0,4,19,300.0,8000.0
140.0,4,20,300.0,8000.0
140.0,4,21,300.0,8000.0
140.0,4,22,300.0,8000.0
140.0,4,23,300.0,8000.0
140.0,4,24,300.0,8000.0
140.0,5,1,300.0,8000.0
140.0,5,2,300.0,8000.0
140.0,5,3,300.0,8000.0
140.0,5,4,300.0,8000.0
140.0,5,5,300.0,8000.0
140.0,5,6,300.0,8000.0
140.0,5,7,300.0,8000.0
140.0,5,8,300.0,8000.0
140.0,5,9,217.15728752538098,10857.864376269048
140.0,5,10,153.5898384862245,7679.4919243112245
140.0,5,11,113.6296694843727,5681.483474218635
140.0,5,12,100.0,5000.0
140.0,5,13,113.6296694843727,5681.483474218635
140.0,5,14,153.5898384862245,7679.4919243112245
140.0,5,15,217.15728752538087,10857.864376269043
140.0,5,16,299.99999999999983,8000.000000000015
140.0,5,17,300.0,8000.0
140.0,5,18,300.0,8000.0
140.0,5,19,300.0,8000.0
140.0,5,20,300.0,8000.0
140.0,5,21,300.0,8000.0
140.0,5,22,300.0,8000.0
140.0,5,23,300.0,8000.0
140.0,5,24,300.0,8000.0
140.0,6,1,300.0,8000.0
140.0,6,2,300.0,8000.0
140.0,6,3,300.0,8000.0
140.0,6,4,300.0,8000.0
140.0,6,5,300.0,8000.0
140.0,6,6,300.0,8000.0
140.0,6,7,300.0,8000.0
140.0,6,8,300.0,8000.0
140.0,6,9,217.15728752538098,10857.864376269048
140.0,6,10,153.5898384862245,7679.4919243112245
140.0,6,11,113.6296694843727,5681.483474218635
140.0,6,12,100.0,5000.0
140.0,6,13,113.6296694843727,5681.483474218635
140.0,6,14,153.5898384862245,7679.4919243112245
140.0,6,15,217.15728752538087,10857.864376269043
140.0,6,16,299.99999999999983,8000.000000000015
140.0,6,17,300.0,8000.0
140.0,6,18,300.0,8000.0
140.0,6,19,300.0,8000.0
140.0,6,20,300.0,8000.0
140.0,6,21,300.0,8000.0
140.0,6,22,300.0,8000.0
140.0,6,23,300.0,8000.0
140.0,6,24,300.0,8000.0
140.0,7,1,300.0,8000.0
140.0,7,2,300.0,8000.0
140.0,7,3,300.0,8000.0
140.0,7,4,300.0,8000.0
140.0,7,5,300.0,8000.0
140.0,7,6,300.0,8000.0
140.0,7,7,300.0,8000.0
140.0,7,8,300.0,8000.0
140.0,7,9,217.15728752538098,10857.864376269048
140.0,7,10,153.5898384862245,7679.4919243112245
140.0,7,11,113.6296694843727,5681.483474218635
140.0,7,12,100.0,5000.0
140.0,7,13,113.6296694843727,5681.483474218635
140.0,7,14,153.5898384862245,7679.4919243112245
140.0,7,15,217.15728752538087,10857.864376269043
140.0,7,16,299.99999999999983,8000.000000000015
140.0,7,17,300.0,8000.0
140.0,7,18,300.0,8000.0
140.0,7,19,300.0,8000.0
140.0,7,20,300.0,8000.0
140.0,7,21,300.0,8000.0
140.0,7,22,300.0,8000.0
140.0,7,23,300.0,8000.0
140.0,7,24,300.0,8000.0
140.0,8,1,300.0,8000.0
140.0,8,2,300.0,8000.0
140.0,8,3,300.0,8000.0
140.0,8,4,300.0,8000.0
140.0,8,5,300.0,8000.0
140.0,8,6,300.0,8000.0
140.0,8,7,300.0,8000.0
140.0,8,8,300.0,8000.0
140.0,8,9,217.15728752538098,10857.864376269048
140.0,8,10,153.5898384862245,7679.4919243112245
140.0,8,11,113.6296694843727,5681.483474218635
140.0,8,12,100.0,5000.0
140.0,8,13,113.6296694843727,5681.483474218635
140.0,8,14,153.5898384862245,7679.4919243112245
140.0,8,15,217.15728752538087,10857.864376269043
140.0,8,16,299.99999999999983,8000.000000000015
140.0,8,17,300.0,8000.0
140.0,8,18,300.0,8000.0
140.0,8,19,300.0,8000.0
140.0,8,20,300.0,8000.0
140.0,8,21,300.0,8000.0
140.0,8,22,300.0,8000.0
140.0,8,23,300.0,8000.0
140.0,8,24,300.0,8000.0
140.0,9,1,300.0,8000.0
140.0,9,2,300.0,8000.0
140.0,9,3,300.0,8000.0
140.0,9,4,300.0,8000.0
140.0,9,5,300.0,8000.0
140.0,9,6,300.0,8000.0
140.0,9,7,300.0,8000.0
140.0,9,8,300.0,8000.0
140.0,9,9,217.15728752538098,10857.864376269048
140.0,9,10,153.5898384862245,7679.4919243112245
140.0,9,11,113.6296694843727,5681.483474218635
140.0,9,12,100.0,5000.0
140.0,9,13,113.6296694843727,5681.483474218635
140.0,9,14,153.5898384862245,7679.4919243112245
140.0,9,15,217.15728752538087,10857.864376269043
140.0,9,16,299.99999999999983,8000.000000000015
140.0,9,17,300.0,8000.0
140.0,9,18,300.0,8000.0
140.0,9,19,300.0,8000.0
140.0,9,20,300.0,8000.0
140.0,9,21,300.0,8000.0
140.0,9,22,300.0,8000.0
140.0,9,23,300.0,8000.0
140.0,9,24,300.0,8000.0
140.0,10,1,300.0,8000.0
140.0,10,2,300.0,8000.0
140.0,10,3,300.0,8000.0
140.0,10,4,300.0,8000.0
140.0,10,5,300.0,8000.0
140.0,10,6,300.0,8000.0
140.0,10,7,300.0,8000.0
140.0,10,8,300.0,8000.0
140.0,10,9,217.15728752538098,10857.864376269048
140.0,10,10,153.5898384862245,7679.4919243112245
140.0,10,11,113.6296694843727,5681.483474218635
140.0,10,12,100.0,5000.0
140.0,10,13,113.6296694843727,5681.483474218635
140.0,10,14,153.5898384862245,7679.4919243112245
140.0,10,15,217.15728752538087,10857.864376269043
140.0,10,16,299.99999999999983,8000.000000000015
140.0,10,17,300.0,8000.0
140.0,10,18,300.0,8000.0
140.0,10,19,300.0,8000.0
140.0,10,20,300.0,8000.0
140.0,10,21,300.0,8000.0
140.0,10,22,300.0,8000.0
140.0,10,23,300.0,8000.0
140.0,10,24,300.0,8000.0
