q_u,run,t,wind_dispatch_MWh,wind_revenue_USD
80,1,22,300.0,11000.0
80,1,23,300.0,11000.0
80,1,24,300.0,11000.0
80,2,1,300.0,11000.0
80,2,2,300.0,11000.0
80,2,3,300.0,11000.0
80,2,4,300.0,11000.0
80,2,5,300.0,11000.0
80,2,6,300.0,11000.0
80,2,7,300.0,11000.0
80,2,8,300.0,11000.0
80,2,9,217.15728752538098,10857.864376269048
80,2,10,153.5898384862245,7679.4919243112245
80,2,11,113.6296694843727,5681.483474218635
80,2,12,100.0,5000.0
80,2,13,113.6296694843727,5681.483474218635
80,2,14,153.5898384862245,7679.4919243112245
80,2,15,217.15728752538087,10857.864376269043
80,2,16,299.99999999999983,11000.000000000004
80,2,17,300.0,11000.0
80,2,18,300.0,11000.0
80,2,19,300.0,11000.0
80,2,20,300.0,11000.0
80,2,21,300.0,11000.0
80,2,22,300.0,11000.0
80,2,23,300.0,11000.0
80,2,24,300.0,11000.0
80,3,1,300.0,11000.0
80,3,2,300.0,11000.0
80,3,3,300.0,11000.0
80,3,4,300.0,11000.0
80,3,5,300.0,11000.0
80,3,6,300.0,11000.0
80,3,7,300.0,11000.0
80,3,8,300.0,11000.0
80,3,9,217.15728752538098,10857.864376269048
80,3,10,153.5898384862245,7679.4919243112245
80,3,11,113.6296694843727,5681.483474218635
80,3,12,100.0,5000.0
80,3,13,113.6296694843727,5681.483474218635
80,3,14,153.5898384862245,7679.4919243112245
80,3,15,217.15728752538087,10857.864376269043
80,3,16,299.99999999999983,11000.000000000004
80,3,17,300.0,11000.0
80,3,18,300.0,11000.0
80,3,19,300.0,11000.0
80,3,20,300.0,11000.0
80,3,21,300.0,11000.0
80,3,22,300.0,11000.0
80,3,23,300.0,11000.0
80,3,24,300.0,11000.0
80,4,1,300.0,11000.0
80,4,2,300.0,11000.0
80,4,3,300.0,11000.0
80,4,4,300.0,11000.0
80,4,5,300.0,11000.0
80,4,6,300.0,11000.0
80,4,7,300.0,11000.0
80,4,8,300.0,11000.0
80,4,9,217.15728752538098,10857.864376269048
80,4,10,153.5898384862245,7679.4919243112245
80,4,11,113.6296694843727,5681.483474218635
80,4,12,100.0,5000.0
80,4,13,113.6296694843727,5681.483474218635
80,4,14,153.5898384862245,7679.4919243112245
80,4,15,217.15728752538087,10857.864376269043
80,4,16,299.99999999999983,11000.000000000004
80,4,17,300.0,11000.0
80,4,18,300.0,11000.0
80,4,19,300.0,11000.0
80,4,20,300.0,11000.0
80,4,21,300.0,11000.0
80,4,22,300.0,11000.0
80,4,23,300.0,11000.0
80,4,24,300.0,11000.0
80,5,1,300.0,11000.0
80,5,2,300.0,11000.0
80,5,3,300.0,11000.0
80,5,4,300.0,11000.0
80,5,5,300.0,11000.0
80,5,6,300.0,11000.0
80,5,7,300.0,11000.0
80,5,8,300.0,11000.0
80,5,9,217.15728752538098,10857.864376269048
80,5,10,153.5898384862245,7679.4919243112245
80,5,11,113.6296694843727,5681.483474218635
80,5,12,100.0,5000.0
80,5,13,113.6296694843727,5681.483474218635
80,5,14,153.5898384862245,7679.4919243112245
80,5,15,217.15728752538087,10857.864376269043
80,5,16,299.99999999999983,11000.000000000004
80,5,17,300.0,11000.0
80,5,18,300.0,11000.0
80,5,19,300.0,11000.0
80,5,20,300.0,11000.0
80,5,21,300.0,11000.0
80,5,22,300.0,11000.0
80,5,23,300.0,11000.0
80,5,24,300.0,11000.0
80,6,1,300.0,11000.0
80,6,2,300.0,11000.0
80,6,3,300.0,11000.0
80,6,4,300.0,11000.0
80,6,5,300.0,11000.0
80,6,6,300.0,11000.0
80,6,7,300.0,11000.0
80,6,8,300.0,11000.0
80,6,9,217.15728752538098,10857.864376269048
80,6,10,153.5898384862245,7679.4919243112245
80,6,11,113.6296694843727,5681.483474218635
80,6,12,100.0,5000.0
80,6,13,113.6296694843727,5681.483474218635
80,6,14,153.5898384862245,7679.4919243112245
80,6,15,217.15728752538087,10857.864376269043
80,6,16,299.99999999999983,11000.000000000004
80,6,17,300.0,11000.0
80,6,18,300.0,11000.0
80,6,19,300.0,11000.0
80,6,20,300.0,11000.0
80,6,21,300.0,11000.0
80,6,22,300.0,11000.0
80,6,23,300.0,11000.0
80,6,24,300.0,11000.0
80,7,1,300.0,11000.0
80,7,2,300.0,11000.0
80,7,3,300.0,11000.0
80,7,4,300.0,11000.0
80,7,5,300.0,11000.0
80,7,6,300.0,11000.0
80,7,7,300.0,11000.0
80,7,8,300.0,11000.0
80,7,9,217.15728752538098,10857.864376269048
80,7,10,153.5898384862245,7679.4919243112245
80,7,11,113.6296694843727,5681.483474218635
80,7,12,100.0,5000.0
80,7,13,113.6296694843727,5681.483474218635
80,7,14,153.5898384862245,7679.4919243112245
80,7,15,217.15728752538087,10857.864376269043
80,7,16,299.99999999999983,11000.000000000004
80,7,17,300.0,11000.0
80,7,18,300.0,11000.0
80,7,19,300.0,11000.0
80,7,20,300.0,11000.0
80,7,21,300.0,11000.0
80,7,22,300.0,11000.0
80,7,23,300.0,11000.0
80,7,24,300.0,11000.0
80,8,1,300.0,11000.0
80,8,2,300.0,11000.0
80,8,3,300.0,11000.0
80,8,4,300.0,11000.0
80,8,5,300.0,11000.0
80,8,6,300.0,11000.0
80,8,7,300.0,11000.0
80,8,8,300.0,11000.0
80,8,9,217.15728752538098,10857.864376269048
80,8,10,153.5898384862245,7679.4919243112245
80,8,11,113.6296694843727,5681.483474218635
80,8,12,100.0,5000.0
80,8,13,113.6296694843727,5681.483474218635
80,8,14,153.5898384862245,7679.4919243112245
80,8,15,217.15728752538087,10857.864376269043
80,8,16,299.99999999999983,11000.000000000004
80,8,17,300.0,11000.0
80,8,18,300.0,11000.0
80,8,19,300.0,11000.0
80,8,20,300.0,11000.0
80,8,21,300.0,11000.0
80,8,22,300.0,11000.0
80,8,23,300.0,11000.0
80,8,24,300.0,11000.0
80,9,1,300.0,11000.0
80,9,2,300.0,11000.0
80,9,3,300.0,11000.0
80,9,4,300.0,11000.0
80,9,5,300.0,11000.0
80,9,6,300.0,11000.0
80,9,7,300.0,11000.0
80,9,8,300.0,11000.0
80,9,9,217.15728752538098,10857.864376269048
80,9,10,153.5898384862245,7679.4919243112245
80,9,11,113.6296694843727,5681.483474218635
80,9,12,100.0,5000.0
80,9,13,113.6296694843727,5681.483474218635
80,9,14,153.5898384862245,7679.4919243112245
80,9,15,217.15728752538087,10857.864376269043
80,9,16,299.99999999999983,11000.000000000004
80,9,17,300.0,11000.0
80,9,18,300.0,11000.0
80,9,19,300.0,11000.0
80,9,20,300.0,11000.0
80,9,21,300.0,11000.0
80,9,22,300.0,11000.0
80,9,23,300.0,11000.0
80,9,24,300.0,11000.0
80,10,1,300.0,11000.0
80,10,2,300.0,11000.0
80,10,3,300.0,11000.0
80,10,4,300.0,11000.0
80,10,5,300.0,11000.0
80,10,6,300.0,11000.0
80,10,7,300.0,11000.0
80,10,8,300.0,11000.0
80,10,9,217.15728752538098,10857.864376269048
80,10,10,153.5898384862245,7679.4919243112245
80,10,11,113.6296694843727,5681.483474218635
80,10,12,100.0,5000.0
80,10,13,113.6296694843727,5681.483474218635
80,10,14,153.5898384862245,7679.4919243112245
80,10,15,217.15728752538087,10857.864376269043
80,10,16,299.99999999999983,11000.000000000004
80,10,17,300.0,11000.0
80,10,18,300.0,11000.0
80,10,19,300.0,11000.0
80,10,20,300.0,11000.0
80,10,21,300.0,11000.0
80,10,22,300.0,11000.0
80,10,23,300.0,11000.0
80,10,24,300.0,11000.0
140,1,1,300.0,8000.0
140,1,2,300.0,8000.0
140,1,3,300.0,8000.0
140,1,4,300.0,8000.0
140,1,5,300.0,8000.0
140,1,6,300.0,8000.0
140,1,7,300.0,8000.0
140,1,8,300.0,8000.0
140,1,9,217.15728752538098,10857.864376269048
140,1,10,153.5898384862245,7679.4919243112245
140,1,11,113.6296694843727,5681.483474218635
140,1,12,100.0,5000.0
140,1,13,113.6296694843727,5681.483474218635
140,1,14,153.5898384862245,7679.4919243112245
140,1,15,217.15728752538087,10857.864376269043
140,1,16,299.99999999999983,8000.000000000015
140,1,17,300.0,8000.0
140,1,18,300.0,8000.0
140,1,19,300.0,8000.0
140,1,20,300.0,8000.0
140,1,21,300.0,8000.0
140,1,22,300.0,8000.0
140,1,23,300.0,8000.0
140,1,24,300.0,8000.0
140,2,1,300.0,8000.0
140,2,2,300.0,8000.0
140,2,3,300.0,8000.0
140,2,4,300.0,8000.0
140,2,5,300.0,8000.0
140,2,6,300.0,8000.0
140,2,7,300.0,8000.0
140,2,8,300.0,8000.0
140,2,9,217.15728752538098,10857.864376269048
140,2,10,153.5898384862245,7679.4919243112245
140,2,11,113.6296694843727,5681.483474218635
140,2,12,100.0,5000.0
140,2,13,113.6296694843727,5681.483474218635
140,2,14,153.5898384862245,7679.4919243112245
140,2,15,217.15728752538087,10857.864376269043
140,2,16,299.99999999999983,8000.000000000015
140,2,17,300.0,8000.0
140,2,18,300.0,8000.0
140,2,19,300.0,8000.0
140,2,20,300.0,8000.0
140,2,21,300.0,8000.0
140,2,22,300.0,8000.0
140,2,23,300.0,8000.0
140,2,24,300.0,8000.0
140,3,1,300.0,8000.0
140,3,2,300.0,8000.0
140,3,3,300.0,8000.0
140,3,4,300.0,8000.0
140,3,5,300.0,8000.0
140,3,6,300.0,8000.0
140,3,7,300.0,8000.0
140,3,8,300.0,8000.0
140,3,9,217.15728752538098,10857.864376269048
140,3,10,153.5898384862245,7679.4919243112245
140,3,11,113.6296694843727,5681.483474218635
140,3,12,100.0,5000.0
140,3,13,113.6296694843727,5681.483474218635
140,3,14,153.5898384862245,7679.4919243112245
140,3,15,217.15728752538087,10857.864376269043
140,3,16,299.99999999999983,8000.000000000015
140,3,17,300.0,8000.0
140,3,18,300.0,8000.0
140,3,19,300.0,8000.0
140,3,20,300.0,8000.0
140,3,21,300.0,8000.0
140,3,22,300.0,8000.0
140,3,23,300.0,8000.0
140,3,24,300.0,8000.0
140,4,1,300.0,8000.0
140,4,2,300.0,8000.0
140,4,3,300.0,8000.0
140,4,4,300.0,8000.0
140,4,5,300.0,8000.0
140,4,6,300.0,8000.0
140,4,7,300.0,8000.0
140,4,8,300.0,8000.0
140,4,9,217.15728752538098,10857.864376269048
140,4,10,153.5898384862245,7679.4919243112245
140,4,11,113.6296694843727,5681.483474218635
140,4,12,100.0,5000.0
140,4,13,113.6296694843727,5681.483474218635
140,4,14,153.5898384862245,7679.4919243112245
140,4,15,217.15728752538087,10857.864376269043
140,4,16,299.99999999999983,8000.000000000015
140,4,17,300.0,8000.0
140,4,18,300.0,8000.0
140,4,19,300.0,8000.0
140,4,20,300.0,8000.0
140,4,21,300.0,8000.0
140,4,22,300.0,8000.0
140,4,23,300.0,8000.0
140,4,24,300.0,8000.0
140,5,1,300.0,8000.0
140,5,2,300.0,8000.0
140,5,3,300.0,8000.0
140,5,4,300.0,8000.0
140,5,5,300.0,8000.0
140,5,6,300.0,8000.0
140,5,7,300.0,8000.0
140,5,8,300.0,8000.0
140,5,9,217.15728752538098,10857.864376269048
140,5,10,153.5898384862245,7679.4919243112245
140,5,11,113.6296694843727,5681.483474218635
140,5,12,100.0,5000.0
140,5,13,113.6296694843727,5681.483474218635
140,5,14,153.5898384862245,7679.4919243112245
140,5,15,217.15728752538087,10857.864376269043
140,5,16,299.99999999999983,8000.000000000015
140,5,17,300.0,8000.0
140,5,18,300.0,8000.0
140,5,19,300.0,8000.0
140,5,20,300.0,8000.0
140,5,21,300.0,8000.0
140,5,22,300.0,8000.0
140,5,23,300.0,8000.0
140,5,24,300.0,8000.0
140,6,1,300.0,8000.0
140,6,2,300.0,8000.0
140,6,3,300.0,8000.0
140,6,4,300.0,8000.0
140,6,5,300.0,8000.0
140,6,6,300.0,8000.0
140,6,7,300.0,8000.0
140,6,8,300.0,8000.0
140,6,9,217.15728752538098,10857.864376269048
140,6,10,153.5898384862245,7679.4919243112245
140,6,11,113.6296694843727,5681.483474218635
140,6,12,100.0,5000.0
140,6,13,113.6296694843727,5681.483474218635
140,6,14,153.5898384862245,7679.4919243112245
140,6,15,217.15728752538087,10857.864376269043
140,6,16,299.99999999999983,8000.000000000015
140,6,17,300.0,8000.0
140,6,18,300.0,8000.0
140,6,19,300.0,8000.0
140,6,20,300.0,8000.0
140,6,21,300.0,8000.0
140,6,22,300.0,8000.0
140,6,23,300.0,8000.0
140,6,24,300.0,8000.0
140,7,1,300.0,8000.0
140,7,2,300.0,8000.0
140,7,3,300.0,8000.0
140,7,4,300.0,8000.0
140,7,5,300.0,8000.0
140,7,6,300.0,8000.0
140,7,7,300.0,8000.0
140,7,8,300.0,8000.0
140,7,9,217.15728752538098,10857.864376269048
140,7,10,153.5898384862245,7679.4919243112245
140,7,11,113.6296694843727,5681.483474218635
140,7,12,100.0,5000.0
140,7,13,113.6296694843727,5681.483474218635
140,7,14,153.5898384862245,7679.4919243112245
140,7,15,217.15728752538087,10857.864376269043
140,7,16,299.99999999999983,8000.000000000015
140,7,17,300.0,8000.0
140,7,18,300.0,8000.0
140,7,19,300.0,8000.0
140,7,20,300.0,8000.0
140,7,21,300.0,8000.0
140,7,22,300.0,8000.0
140,7,23,300.0,8000.0
140,7,24,300.0,8000.0
140,8,1,300.0,8000.0
140,8,2,300.0,8000.0
140,8,3,300.0,8000.0
140,8,4,300.0,8000.0
140,8,5,300.0,8000.0
140,8,6,300.0,8000.0
140,8,7,300.0,8000.0
140,8,8,300.0,8000.0
140,8,9,217.15728752538098,10857.864376269048
140,8,10,153.5898384862245,7679.4919243112245
140,8,11,113.6296694843727,5681.483474218635
140,8,12,100.0,5000.0
140,8,13,113.6296694843727,5681.483474218635
140,8,14,153.5898384862245,7679.4919243112245
140,8,15,217.15728752538087,10857.864376269043
140,8,16,299.99999999999983,8000.000000000015
140,8,17,300.0,8000.0
140,8,18,300.0,8000.0
140,8,19,300.0,8000.0
140,8,20,300.0,8000.0
140,8,21,300.0,8000.0
140,8,22,300.0,8000.0
140,8,23,300.0,8000.0
140,8,24,300.0,8000.0
140,9,1,300.0,8000.0
140,9,2,300.0,8000.0
140,9,3,300.0,8000.0
140,9,4,300.0,8000.0
140,9,5,300.0,8000.0
140,9,6,300.0,8000.0
140,9,7,300.0,8000.0
140,9,8,300.0,8000.0
140,9,9,217.15728752538098,10857.864376269048
140,9,10,153.5898384862245,7679.4919243112245
140,9,11,113.6296694843727,5681.483474218635
140,9,12,100.0,5000.0
140,9,13,113.6296694843727,5681.483474218635
140,9,14,153.5898384862245,7679.4919243112245
140,9,15,217.15728752538087,10857.864376269043
140,9,16,299.99999999999983,8000.000000000015
140,9,17,300.0,8000.0
140,9,18,300.0,8000.0
140,9,19,300.0,8000.0
140,9,20,300.0,8000.0
140,9,21,300.0,8000.0
140,9,22,300.0,8000.0
140,9,23,300.0,8000.0
140,9,24,300.0,8000.0
140,10,1,300.0,8000.0
140,10,2,300.0,8000.0
140,10,3,300.0,8000.0
140,10,4,300.0,8000.0
140,10,5,300.0,8000.0
140,10,6,300.0,8000.0
140,10,7,300.0,8000.0
140,10,8,300.0,8000.0
140,10,9,217.15728752538098,10857.864376269048
140,10,10,153.5898384862245,7679.4919243112245
140,10,11,113.6296694843727,5681.483474218635
140,10,12,100.0,5000.0
140,10,13,113.6296694843727,5681.483474218635
140,10,14,153.5898384862245,7679.4919243112245
140,10,15,217.15728752538087,10857.864376269043
140,10,16,299.99999999999983,8000.000000000015
140,10,17,300.0,8000.0
140,10,18,300.0,8000.0
140,10,19,300.0,8000.0
140,10,20,300.0,8000.0
140,10,21,300.0,8000.0
140,10,22,300.0,8000.0
140,10,23,300.0,8000.0
140,10,24,300.0,8000.0
